"unique_plant_ID","species","functional_group","date_measurement","date_planting","collector","survival","height_vegetative_str","height_reproductive_str","height_vegetative","height_reproductive","vegetative_width","height_nathan","stem_diameter","leaf_length1","leaf_length2","leaf_length3","leaf_width","petiole_length","number_leaves","number_tillers","number_branches","number_leafclusters","number_flowers","mean_inflorescence_size","herbivory"
"CHE.hi.warm.bare.wf.05.27.1","medlup","legume",2023-08-15,2021-06-17,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.05.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.05.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.05.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.06.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","1",18,NA,12,NA,NA,NA,NA,5,5,5,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.bare.wf.06.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.06.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.06.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.06.21.2","medlup","legume",2023-08-14,2021-09-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.06.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.06.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.06.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.06.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.06.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.06.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.06.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.07.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.07.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.07.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.07.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.07.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.07.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.07.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.07.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.07.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.07.09.1","medlup","legume",2023-08-15,2021-06-17,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.07.21.1","medlup","legume",2023-08-15,2021-06-17,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.07.27.1","medlup","legume",2023-08-15,2021-06-17,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.08.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.08.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.08.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.08.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.08.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.08.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.08.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.08.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","1",24,32,15,NA,NA,NA,NA,7,5,4,NA,NA,6,NA,NA,NA,2,NA,"0"
"CHE.hi.ambi.bare.wf.08.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.08.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.08.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.08.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.09.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.09.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.09.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.09.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.09.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.09.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.09.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.09.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.09.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.09.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.09.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.09.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","1",23,NA,20,NA,NA,NA,NA,4,4,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.10.09.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.10.21.2","medlup","legume",2023-08-14,2021-06-23,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.10.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","1",22,NA,20,NA,NA,NA,NA,5,3,3,NA,NA,3,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.10.09.2","medlup","legume",2023-08-14,2021-09-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.10.21.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.vege.wf.10.27.1","medlup","legume",2023-08-14,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.10.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.10.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.10.27.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.10.09.1","medlup","legume",2023-08-15,2021-06-17,"EI","1",35,49,32,NA,NA,NA,NA,6,7,6,NA,NA,50,NA,NA,NA,20,NA,"0"
"CHE.hi.ambi.bare.wf.10.21.1","medlup","legume",2023-08-15,2021-06-17,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.10.27.2","medlup","legume",2023-08-15,2021-06-23,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.01.09.2","medlup","legume",2023-07-24,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.01.21.1","medlup","legume",2023-07-24,2021-06-16,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.01.27.2","medlup","legume",2023-07-24,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.01.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.01.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","1",161,170,128,NA,NA,NA,NA,7,4,6,NA,NA,12,NA,NA,NA,8,NA,"0"
"CHE.lo.ambi.vege.wf.01.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.02.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.02.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","1",52,NA,48,NA,NA,NA,NA,7,7,5,NA,NA,4,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.vege.wf.02.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.02.09.2","medlup","legume",2023-07-24,2021-06-21,"TL","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.02.21.2","medlup","legume",2023-07-24,2021-06-21,"TL","1",92,100,87,NA,NA,NA,NA,8,9,8,NA,NA,396,NA,NA,NA,86,NA,"0"
"CHE.lo.ambi.bare.wf.02.27.2","medlup","legume",2023-07-24,2021-06-21,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.03.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.03.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.03.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.03.09.1","medlup","legume",2023-07-24,2021-06-16,"TL","1",73,75,63,NA,NA,NA,NA,7,7,7,NA,NA,270,NA,NA,NA,50,NA,"0"
"CHE.lo.ambi.bare.wf.03.21.1","medlup","legume",2023-07-24,2021-06-16,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.03.27.2","medlup","legume",2023-07-24,2021-06-24,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.04.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.04.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.04.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.04.09.1","medlup","legume",2023-07-24,2021-06-16,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.04.21.2","medlup","legume",2023-07-24,2021-06-28,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.04.27.2","medlup","legume",2023-07-24,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.05.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.05.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.05.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.05.09.2","medlup","legume",2023-07-24,2021-06-21,"TL","1",11,NA,11,NA,NA,NA,NA,5,4,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.21.2","medlup","legume",2023-07-24,2021-06-21,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.05.27.2","medlup","legume",2023-07-24,2021-06-21,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.06.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.06.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.06.27.2","medlup","legume",2023-07-24,2021-09-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.06.09.2","medlup","legume",2023-07-24,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.06.21.1","medlup","legume",2023-07-24,2021-06-16,"TL","1",101,102,96,NA,NA,NA,NA,7,7,8,NA,NA,128,NA,NA,NA,60,NA,"0"
"CHE.lo.ambi.bare.wf.06.27.2","medlup","legume",2023-07-24,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.07.09.2","medlup","legume",2023-07-24,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.07.21.1","medlup","legume",2023-07-24,2021-06-16,"TL","1",84,NA,54,NA,NA,NA,NA,10,9,10,NA,NA,84,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.27.2","medlup","legume",2023-07-24,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.07.09.3","medlup","legume",2023-07-24,2021-09-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.07.21.2","medlup","legume",2023-07-24,2021-09-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.07.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.08.09.2","medlup","legume",2023-07-25,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.08.21.2","medlup","legume",2023-07-25,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.08.27.2","medlup","legume",2023-07-25,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.08.09.2","medlup","legume",2023-07-24,2021-09-21,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.08.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.08.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.09.09.2","medlup","legume",2023-07-25,2021-06-22,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.09.21.1","medlup","legume",2023-07-25,2021-06-16,"TL","1",80,84,75,NA,NA,NA,NA,8,8,8,NA,NA,42,NA,NA,NA,7,NA,"0"
"CHE.lo.ambi.bare.wf.09.27.1","medlup","legume",2023-07-25,2021-06-16,"TL","1",29,38,20,NA,NA,NA,NA,9,9,8,NA,NA,49,NA,NA,NA,5,NA,"0"
"CHE.lo.ambi.vege.wf.09.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.09.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.09.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.10.09.1","medlup","legume",2023-07-24,2021-06-16,"TL","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.10.21.1","medlup","legume",2023-07-24,2021-06-16,"TL","1",39,47,34,NA,NA,NA,NA,6,5,7,NA,NA,16,NA,NA,NA,8,NA,"0"
"CHE.lo.ambi.bare.wf.10.27.2","medlup","legume",2023-07-24,2021-06-22,"TL","1",56,61,48,NA,NA,NA,NA,4,4,4,NA,NA,22,NA,NA,NA,13,NA,"0"
"CHE.lo.ambi.vege.wf.10.09.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.10.21.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.vege.wf.10.27.1","medlup","legume",2023-07-24,2021-06-16,"EI","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.hi.warm.vege.wf.01.19.1","salpra","forb",2023-08-21,2021-06-17,"EI","1",57,NA,49,NA,NA,NA,NA,51,46,39,NA,NA,7,NA,NA,NA,NA,NA,"1"
"CHE.hi.warm.vege.wf.01.26.1","salpra","forb",2023-08-21,2021-06-17,"EI","1",38,NA,32,NA,NA,NA,NA,32,31,29,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.hi.warm.vege.wf.01.28.1","salpra","forb",2023-08-21,2021-06-17,"EI","1",38,NA,27,NA,NA,NA,NA,28,30,27,NA,NA,6,NA,NA,NA,NA,NA,"1"
"CHE.hi.ambi.vege.wf.01.19.1","salpra","forb",2023-08-21,2021-06-17,"EI","1",41,NA,29,NA,NA,NA,NA,33,33,32,NA,NA,5,NA,NA,NA,NA,NA,"0"
"CHE.hi.ambi.vege.wf.01.26.1","salpra","forb",2023-08-21,2021-06-17,"EI","1",62,NA,58,NA,NA,NA,NA,58,55,51,NA,NA,6,NA,NA,NA,NA,NA,"0"
